place,dataset,year,score,rank,isopen,exists,digital,public,online,free,machinereadable,bulk,openlicense,uptodate,url,format,licenseurl,dateavailable,officialtitle,publisher,timestamp,submitters,reviewers,details
ca,elections,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://www.elections.ca/content.aspx?section=ele&document=index&lang=e,CSV,None,last election,None,None,10/5/2012 14:39:10,"[u'Frank Hangler', u'Zile Ozols', u'Tracey P. Lauriault', u'James McKinney', u'Tracey Lauriault']","[u'James McKinney', u'Tracey Lauriault']","Elections Canada is the elections authority at a national level. Its terms and conditions prohibit commercial reproduction of materials on its website (http://www.elections.ca/content.aspx?section=ele&document=index&lang=e). However, data.gc.ca publishes many of the same materials under an open license. Elections are also held in the provinces and territories as well as municipalities. Each jurisdiction would need to be contacted to assess the degree of openess. Regarding the conflicting licences we have sent a question to the respective authorities but we have assessed that it is an open licence."
za,map,2013,25,47,False,Y,Y,Y,?,?,?,Y,?,?,None,None,None,None,None,None,12/6/2013 15:48:45,"[u'Adi Eyal', u'Francois van Schalkwyk']","[u'Mor Rubinstein', u'Laura James']",It is not 100% clear whether a permanent location of this map exists. My discussions with the Chief Directorate: National Geo-spatial Information suggest that the data exists and is available on request. Their website was recently hacked and so they were unable to give me a permanent url for the map. Further queries can be referred to Sue Kirschner - skirschner@ruraldevelopment.gov.za
im,map,2013,55,24,False,Y,Y,Y,N,Y,Y,Y,N,N,http://www.gov.im/maps/,javascript HTML,None,None,None,None,2013-10-03T14:53:36.491Z,Graeme Jones,Graeme Jones,Crown Copyright 2013 white label frontend to ESRI GIS
no,postcodes,2013,45,21,False,Y,Y,Y,Y,Y,N,N,N,Y,http://adressesok.posten.no/en/postal_codes/search?q=1350,HTML,None,None,None,None,14/03/2013 16:01:34,"[u'Mor Rubinstein', u'\xd8ystein \xc5snes', u'Trygve Falch', u'Andrew Stott']","[u'Mor Rubinstein', u'Christian Villum', u'Miska Knapek', u'Livar Bergheim', u'Andrew Stott']","The data is still not officially available as Open Data. The site http://adressesok.posten.no/en/postal_codes/search?q=1350 allows web queries postcode lookup to get the name of the locality. This is HTML only with a restrictive licence at http://adressesok.posten.no/en/pages/usage_terms and only one postcode can be queried at a time Once the locality is known, the geospatial dataset http://data.kartverket.no/download/content/stedsnavn-ssr-wgs84-geojson could be used to obtain a rough lat/long of the postcode. However, as suggested by the original submitter, it's been gathered and made available by a private citizen, at http://www.erikbolstad.no/geo/noreg/postnummer/. However, the privately gathered data is has some quality/accuracy issues, so it's a good question as to whether it can be considered complete. (note: moved link to comments area in line with editorial instructions.)"
hk,companies,2013,45,16,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.icris.cr.gov.hk/csci/,structured HTML,None,None,None,None,2013-10-05T22:34:05.841Z,"[u'Mart van de Ven', u'Haruka Nakamura']",FENG GAO,"access as unregistered user or registered user
certified screen prints (for example, evidence in a legal case) and other services are chargeable"
br,elections,2013,70,19,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://www.tse.jus.br/eleicoes/repositorio-de-dados-eleitorais,txt,None,2009,None,None,16/04/2012 20:57:02,"[u'Nat\xe1lia Mazotte', u'Daniela Mattern']",Daniela Mattern,The repository of election data is available since 2009. There is no license available on the website. An introductory text explains that data can be freely used by researchers and citizens but no reference is made to open data.
bm,elections,2013,45,33,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.elections.gov.bm/results.html,HTML,None,None,None,None,2013-10-07T08:02:13.605Z,"[u'Graeme Jones', u'Andrew Simons']","[u'Graeme Jones', u'Christian Villum']",None
si,spending,2013,70,6,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://supervizor.kpk-rs.si/,"HTML, JSON, JSONP, XML, PDF, XLS",None,8/22/2011,None,None,2013-10-05T11:03:31.046Z,"[u'Jaka Kranjc', u'Mor Rubinstein', u'Tryggvi Bj\xf6rgvinsson', u'Anonymous', u'Andrew Stott']","[u'Jaka Kranjc', u'Christian Villum', u'IPMIT', u'Mor Rubinstein']","The first page is not a notice of (un)availability, rather an introductory message. Data is available in a form of a web application, where you are supposed to choose a public body and/or private company doing business with government. Examples:
http://supervizor.kpk-rs.si/organ/16110/ gives a graph and list of all expenses by Ministry of finances. http://supervizor.kpk-rs.si/podj/25028022/ gives all income for Post of Slovenia received from public bodies. Companies also have listed owners, supervisors and directors. You can combine bodies and companies, eg. http://supervizor.kpk-rs.si/organ/12157/podj/25028022/ lists all expenditure from Information comissioner's office given to Post of Slovenia. Bulk data is available at:
http://supervizor.kpk-rs.si/podatki/
All transactions above 2000€ are noted and dated (starting from 2003) with a summary log for the rest. There is an API available and official interface provided, which can list all the transactions, not limited to the abovementioned sum:
https://github.com/Supervizor/supervizor-api

There is also a 3rd-party scrapper available here: https://github.com/dataoko/slobiro/tree/master/superviz2


Additionally , there's detailed monthly and yearly documentation of the balance of public finances at (PDF, XLS):
http://www.mf.gov.si/si/delovna_podrocja/tekoca_gibanja_v_javnih_financah/bilten_jav nih_financ/"
it,emissions,2013,60,13,False,Y,Y,Y,Y,Y,Y,Y,N,N,http://www.brace.sinanet.apat.it/web/struttura.html?p_livello_1=3&p_main=web/sh_dg.inizio&p_scroll=yes,XLS,None,None,None,None,15/02/2013 12:03:56,"[u'Oluseun Onigbinde', u'Andrea Raimondi']","[u'Maurizio Napolitano', u'Sander van der Waal']","there are several services for the donwload Data are available There is no license, but the copyright notice states that commercial use of the information is available only under written authorization (http://www.isprambiente.gov.it/it/copyright) Not all the data are available [reviewed URL specifically for air pollutants]"
cz,spending,2013,0,38,False,?,?,N,N,N,N,N,N,N,http://monitor.statnipokladna.cz/2013/,None,None,None,None,None,19/04/2012 11:21:06,"[u'Jind\u0159ich Mynarz', u'Tryggvi Bj\xf6rgvinsson', u'Jakub Mracek', u'Michaela Rybi\u010dkov\xe1']","[u'Mor Rubinstein', u'Michaela Rybi\u010dkov\xe1']",Data are not available at transactional level but only as accounting statements.
ro,budget,2013,45,34,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.mfinante.ro/bug2013.html?pagina=domenii,PDF,None,Feb 2013,None,None,2013-09-26T10:42:50.258Z,"[u'Ovidiu Voicu', u'Tracey P. Lauriault']","[u'Silviu Vert', u'Tracey P. Lauriault']","The state budget is published as soon as it is approved by the Parliament on the Ministry of Public Finance website. The budget is presented as a set of PDF documents. The Ministry of Finance has formally refused (in written) to publish it as open data. On the same page, the Ministry publishes any rectification made during the year but the data is not aggregated. Thus, if one wants to know the actual budget, one has to take the information from two separate PDFs and make its own calculations."
il,postcodes,2013,45,21,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.israelpost.co.il/zipcode.nsf/demozip,None,None,None,None,None,1/6/2013 23:26:26,"[u'Noam Castel', u'Mor Rubinstein', u'Ido Ivri', u'Anonymous']","[u'Mor Rubinstein', u'Ido Ivri']","The Israeli Postal Service does not allow to download zipcode data in bulk, and there is no other official source for this data after the Israeli Post has been privatized."
hk,timetables,2013,30,41,False,Y,Y,Y,?,Y,?,?,?,?,None,HTML,None,None,None,None,2013-10-09T13:16:02.213Z,"[u'Graeme Jones', u'Mart van de Ven', u'Haruka Nakamura']","[u'FENG GAO', u'Graeme Jones']","struggled to find route timetables on government websites
public bus routes from/to the airport:
https://www.hongkongairport.com/eng/transport/to-from-airport/bus_from_hkia.html 5 private bus companies
Kowloon Motor Bus Company (KMB)
Citybus Limited (CB)
New World First Bus Company (NWFB)
Long Win Bus Corporation Limited
New Lantao Bus Corporation Limited 1 private metro/rail system with online journey planner:
http://www.mtr.com.hk/jplanner/eng/planner_index.php HK octopus card is like the UK oyster card"
is,timetables,2013,45,13,False,Y,Y,Y,Y,Y,N,N,N,Y,http://straeto.is,PDF,None,None,None,None,11/6/2013 11:16:20,"[u'Tryggvi Bj\xf6rgvinsson', u'P\xe1ll Hilmarsson']","[u'Tryggvi Bj\xf6rgvinsson', u'P\xe1ll Hilmarsson']",These are timetables for the public bus system in Iceland's capital region and any public bus routes connecting the capital region and other municipalities.
kr,spending,2013,0,38,False,N,N,N,N,N,N,N,N,N,None,None,None,None,None,None,2013-09-28T06:44:57.543Z,"[u'Young-Je Lim', u'Tryggvi Bj\xf6rgvinsson']","[u'Mor Rubinstein', u'\ud64d\uc601\ud0dd (yeongtaek, Hong)']","Only high level data is available, not transaction-level
https://www.digitalbrain.go.kr/kor/view/statis/statis02_01_01.jsp?code=DB0102"
be,postcodes,2013,0,45,False,N,N,N,N,N,N,N,N,N,None,None,None,None,None,None,10/5/2012 14:50:12,"[u'Bart Hanssens', u'Tryggvi Bj\xf6rgvinsson']","[u'Pieter-Jan Pauwels', u'Sander van der Waal']",There is no geospatial link for the postcodes. All that's available is the postcodes themselves with corresponding place names (http://www.bpost.be/site/nl/residential/customerservice/search/postal_codes.html).
